Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Access FAQ Page,Chrome 80.0.3987.132,,,2020-03-13 16:47:34,2020-03-13 16:48:52,1m - 17.648s,PASSED
,,,,,,,
Test Cases/Web RoomMe.id/Customer Access FAQ (Booking) Page,Chrome 80.0.3987.132,,faq,2020-03-13 16:47:34,2020-03-13 16:48:15,40.784s,PASSED
"openBrowser("""")",Chrome 80.0.3987.132,,,2020-03-13 16:47:35,2020-03-13 16:47:42,7.126s,PASSED
"navigateToUrl(""https://web.roomme.id/"")",Chrome 80.0.3987.132,,,2020-03-13 16:47:42,2020-03-13 16:47:47,4.743s,PASSED
maximizeWindow(),Chrome 80.0.3987.132,,,2020-03-13 16:47:47,2020-03-13 16:47:51,4.389s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Footer/Button FAQ""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:51,2020-03-13 16:47:52,0.685s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Footer/Button FAQ""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:52,2020-03-13 16:47:54,2.023s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Chrome 80.0.3987.132,,,2020-03-13 16:47:54,2020-03-13 16:47:56,2.529s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button FAQs""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:56,2020-03-13 16:47:57,0.403s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Terms  Conditions""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:57,2020-03-13 16:47:57,0.369s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Terms of Use""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:57,2020-03-13 16:47:57,0.344s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Disclaimer""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:57,2020-03-13 16:47:58,0.310s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Privacy Policy""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:58,2020-03-13 16:47:58,0.609s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Booking""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:58,2020-03-13 16:47:59,0.516s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Payment""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:59,2020-03-13 16:47:59,0.312s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q1""))",Chrome 80.0.3987.132,,,2020-03-13 16:47:59,2020-03-13 16:48:00,0.305s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q1""), ""Can I make a room booking at kost RoomMe ?"")",Chrome 80.0.3987.132,,,2020-03-13 16:48:00,2020-03-13 16:48:00,0.314s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A1""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:00,2020-03-13 16:48:00,0.352s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A1""), ""Yes, you can browse through ourlisting for available rooms."")",Chrome 80.0.3987.132,,,2020-03-13 16:48:00,2020-03-13 16:48:00,0.309s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q2""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:00,2020-03-13 16:48:01,0.301s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q2""), ""Can I survey the place prior to making payments ?"")",Chrome 80.0.3987.132,,,2020-03-13 16:48:01,2020-03-13 16:48:01,0.290s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q2""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:01,2020-03-13 16:48:01,0.393s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A2""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:01,2020-03-13 16:48:02,0.890s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A2""), ""Yes you may and we encourage you to do so! Our survey sessions are held every Monday-Sunday, from 8AM-10PM"")",Chrome 80.0.3987.132,,,2020-03-13 16:48:02,2020-03-13 16:48:03,0.291s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q3""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:03,2020-03-13 16:48:03,0.295s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q3""), ""What consist of the standard facilities provided by RoomMe ?"")",Chrome 80.0.3987.132,,,2020-03-13 16:48:03,2020-03-13 16:48:03,0.302s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q3""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:03,2020-03-13 16:48:04,0.354s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A3""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:04,2020-03-13 16:48:04,0.385s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A3""), id FAQ Text Data"").getValue(1, 1))",Chrome 80.0.3987.132,,,2020-03-13 16:48:04,2020-03-13 16:48:05,1.204s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q4""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:05,2020-03-13 16:48:05,0.301s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q4""), ""What if I want to move out of my kost before my stay period is over ?"")",Chrome 80.0.3987.132,,,2020-03-13 16:48:05,2020-03-13 16:48:06,0.319s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q4""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:06,2020-03-13 16:48:06,0.355s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A4""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:06,2020-03-13 16:48:07,0.369s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A4""), ""We have a “No Cancellation Policy” where customers cannot cancel bookings that they have made."")",Chrome 80.0.3987.132,,,2020-03-13 16:48:07,2020-03-13 16:48:07,0.417s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q5""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:07,2020-03-13 16:48:07,0.292s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q5""), ""Can I invite relative/friends to occasionally stay at the kost ?"")",Chrome 80.0.3987.132,,,2020-03-13 16:48:07,2020-03-13 16:48:08,0.288s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q5""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:08,2020-03-13 16:48:08,0.348s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A5""))",Chrome 80.0.3987.132,,,2020-03-13 16:48:08,2020-03-13 16:48:08,0.350s,PASSED
