Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Access Our Terms Page,Firefox 75.0,,,2020-04-27 02:34:58,2020-04-27 02:38:54,3m - 56.248s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/4. Our Terms/Customer Access FAQ (Booking) Page,Firefox 75.0,,faq,2020-04-27 02:34:58,2020-04-27 02:35:33,34.157s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:34:59,2020-04-27 02:35:11,12.543s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Footer/Button FAQ""))",Firefox 75.0,,,2020-04-27 02:35:11,2020-04-27 02:35:15,3.271s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:35:15,2020-04-27 02:35:15,0.003s,NOT_RUN
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button FAQs""), 60)",Firefox 75.0,,,2020-04-27 02:35:15,2020-04-27 02:35:16,1.034s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Terms  Conditions""), 60)",Firefox 75.0,,,2020-04-27 02:35:16,2020-04-27 02:35:17,0.922s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Terms of Use""), 60)",Firefox 75.0,,,2020-04-27 02:35:17,2020-04-27 02:35:17,0.355s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Disclaimer""), 60)",Firefox 75.0,,,2020-04-27 02:35:17,2020-04-27 02:35:18,0.827s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Privacy Policy""), 60)",Firefox 75.0,,,2020-04-27 02:35:18,2020-04-27 02:35:18,0.363s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Booking""), 60)",Firefox 75.0,,,2020-04-27 02:35:18,2020-04-27 02:35:19,0.384s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Payment""), 60)",Firefox 75.0,,,2020-04-27 02:35:19,2020-04-27 02:35:19,0.577s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q1""), 60)",Firefox 75.0,,,2020-04-27 02:35:19,2020-04-27 02:35:20,0.346s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q1""), ""Can I make a room booking at kost RoomMe ?"")",Firefox 75.0,,,2020-04-27 02:35:20,2020-04-27 02:35:20,0.327s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A1""), 60)",Firefox 75.0,,,2020-04-27 02:35:20,2020-04-27 02:35:20,0.400s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A1""), ""Yes, you can browse through ourlisting for available rooms."")",Firefox 75.0,,,2020-04-27 02:35:20,2020-04-27 02:35:21,0.298s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q2""), 60)",Firefox 75.0,,,2020-04-27 02:35:21,2020-04-27 02:35:21,0.352s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q2""), ""Can I survey the place prior to making payments ?"")",Firefox 75.0,,,2020-04-27 02:35:21,2020-04-27 02:35:21,0.298s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q2""))",Firefox 75.0,,,2020-04-27 02:35:21,2020-04-27 02:35:22,0.592s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A2""), 60)",Firefox 75.0,,,2020-04-27 02:35:22,2020-04-27 02:35:22,0.671s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A2""), ""Yes you may and we encourage you to do so! Our survey sessions are held every Monday-Sunday, from 8AM-10PM"")",Firefox 75.0,,,2020-04-27 02:35:22,2020-04-27 02:35:23,0.314s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q3""), 60)",Firefox 75.0,,,2020-04-27 02:35:23,2020-04-27 02:35:23,0.351s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q3""), ""What consist of the standard facilities provided by RoomMe ?"")",Firefox 75.0,,,2020-04-27 02:35:23,2020-04-27 02:35:23,0.297s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q3""))",Firefox 75.0,,,2020-04-27 02:35:23,2020-04-27 02:35:24,0.573s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A3""), 60)",Firefox 75.0,,,2020-04-27 02:35:24,2020-04-27 02:35:25,0.660s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A3""), id FAQ Text Data"").getValue(1, 1))",Firefox 75.0,,,2020-04-27 02:35:25,2020-04-27 02:35:26,1.223s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q4""), 60)",Firefox 75.0,,,2020-04-27 02:35:26,2020-04-27 02:35:26,0.385s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q4""), ""What if I want to move out of my kost before my stay period is over ?"")",Firefox 75.0,,,2020-04-27 02:35:26,2020-04-27 02:35:27,0.322s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q4""))",Firefox 75.0,,,2020-04-27 02:35:27,2020-04-27 02:35:27,0.556s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A4""), 60)",Firefox 75.0,,,2020-04-27 02:35:27,2020-04-27 02:35:28,0.708s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A4""), ""We have a “No Cancellation Policy” where customers cannot cancel bookings that they have made."")",Firefox 75.0,,,2020-04-27 02:35:28,2020-04-27 02:35:28,0.301s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q5""), 60)",Firefox 75.0,,,2020-04-27 02:35:28,2020-04-27 02:35:29,0.343s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q5""), ""Can I invite relative/friends to occasionally stay at the kost ?"")",Firefox 75.0,,,2020-04-27 02:35:29,2020-04-27 02:35:29,0.301s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q5""))",Firefox 75.0,,,2020-04-27 02:35:29,2020-04-27 02:35:29,0.581s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A5""), 60)",Firefox 75.0,,,2020-04-27 02:35:29,2020-04-27 02:35:30,0.670s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A5""), ""Our kost facilities are intended only forregistered and registered tenants. If the tenant wishes to host guests, then a rate of Rp. 250,000 per person per night is required. There is a maximum of 2 people perroom, and if the guest(s) stays for more than 1 day, he/she must provide government-approved identification (PERSONAL IDENTIFICATION CARD [KTP] / DRIVER’S LICENSE [SIM] / PASSPORT)."")",Firefox 75.0,,,2020-04-27 02:35:30,2020-04-27 02:35:30,0.295s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q6""), 60)",Firefox 75.0,,,2020-04-27 02:35:30,2020-04-27 02:35:31,0.389s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q6""), ""To whom and where do I report to if there is damage in my room ?"")",Firefox 75.0,,,2020-04-27 02:35:31,2020-04-27 02:35:31,0.289s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q6""))",Firefox 75.0,,,2020-04-27 02:35:31,2020-04-27 02:35:32,0.563s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A6""), 60)",Firefox 75.0,,,2020-04-27 02:35:32,2020-04-27 02:35:32,0.615s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Text A6""), ""For reports, please call or WhatsApp our customer service at 0821-7666-6300"")",Firefox 75.0,,,2020-04-27 02:35:32,2020-04-27 02:35:33,0.283s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/7. Verify Footer RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:35:33,2020-04-27 02:35:33,0.001s,NOT_RUN
,,,,,,,
Test Cases/Web RoomMe.id/4. Our Terms/Customer Access FAQ (Payment) Page,Firefox 75.0,,,2020-04-27 02:35:33,2020-04-27 02:35:59,26.683s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:35:33,2020-04-27 02:35:53,19.952s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:35:53,2020-04-27 02:35:53,0.001s,NOT_RUN
"click(findTestObject(""Web RoomMe.id/RoomMe.id Footer/Button FAQ""))",Firefox 75.0,,,2020-04-27 02:35:53,2020-04-27 02:35:56,3.556s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:35:56,2020-04-27 02:35:59,2.888s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/4. Our Terms/Customer Access Terms and Conditions Page,Firefox 75.0,,,2020-04-27 02:35:59,2020-04-27 02:36:41,42.048s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:35:59,2020-04-27 02:36:19,19.840s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Footer/Button Terms Conditions""))",Firefox 75.0,,,2020-04-27 02:36:19,2020-04-27 02:36:23,3.420s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:36:23,2020-04-27 02:36:23,0.001s,NOT_RUN
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/7. Verify Footer RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:36:23,2020-04-27 02:36:23,0.001s,NOT_RUN
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button FAQs""), 60)",Firefox 75.0,,,2020-04-27 02:36:23,2020-04-27 02:36:24,1.044s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Terms  Conditions""), 60)",Firefox 75.0,,,2020-04-27 02:36:24,2020-04-27 02:36:24,0.432s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Terms of Use""), 60)",Firefox 75.0,,,2020-04-27 02:36:24,2020-04-27 02:36:25,0.431s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Disclaimer""), 60)",Firefox 75.0,,,2020-04-27 02:36:25,2020-04-27 02:36:26,1.008s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Privacy Policy""), 60)",Firefox 75.0,,,2020-04-27 02:36:26,2020-04-27 02:36:26,0.315s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Image Terms and Conditions""), 60)",Firefox 75.0,,,2020-04-27 02:36:26,2020-04-27 02:36:26,0.336s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text Global Content of Terms  Conditions for Web and Apps""), 60)",Firefox 75.0,,,2020-04-27 02:36:26,2020-04-27 02:36:27,0.342s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q1""), 60)",Firefox 75.0,,,2020-04-27 02:36:27,2020-04-27 02:36:27,0.332s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q1""), ""Welcome to RoomMe"")",Firefox 75.0,,,2020-04-27 02:36:27,2020-04-27 02:36:27,0.300s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text A1""), 60)",Firefox 75.0,,,2020-04-27 02:36:27,2020-04-27 02:36:28,0.446s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text A1""), id Terms and Conditions Text Data"").getValue(1, 1))",Firefox 75.0,,,2020-04-27 02:36:28,2020-04-27 02:36:28,0.408s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q2""), 60)",Firefox 75.0,,,2020-04-27 02:36:28,2020-04-27 02:36:29,0.377s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q2""), ""Copyright"")",Firefox 75.0,,,2020-04-27 02:36:29,2020-04-27 02:36:29,0.296s,PASSED
"click(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q2""))",Firefox 75.0,,,2020-04-27 02:36:29,2020-04-27 02:36:29,0.535s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text A2""), 60)",Firefox 75.0,,,2020-04-27 02:36:29,2020-04-27 02:36:30,0.640s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text A2""), id Terms and Conditions Text Data"").getValue(1, 2))",Firefox 75.0,,,2020-04-27 02:36:30,2020-04-27 02:36:30,0.324s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q3""), 60)",Firefox 75.0,,,2020-04-27 02:36:30,2020-04-27 02:36:31,0.354s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q3""), ""Cookies"")",Firefox 75.0,,,2020-04-27 02:36:31,2020-04-27 02:36:31,0.293s,PASSED
"click(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q3""))",Firefox 75.0,,,2020-04-27 02:36:31,2020-04-27 02:36:32,0.537s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text A3""), 60)",Firefox 75.0,,,2020-04-27 02:36:32,2020-04-27 02:36:32,0.676s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text A3""), id Terms and Conditions Text Data"").getValue(1, 3))",Firefox 75.0,,,2020-04-27 02:36:32,2020-04-27 02:36:33,0.340s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q4""), 60)",Firefox 75.0,,,2020-04-27 02:36:33,2020-04-27 02:36:33,0.379s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q4""), ""License and Site Access"")",Firefox 75.0,,,2020-04-27 02:36:33,2020-04-27 02:36:33,0.309s,PASSED
"click(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q4""))",Firefox 75.0,,,2020-04-27 02:36:33,2020-04-27 02:36:34,0.516s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text A4""), 60)",Firefox 75.0,,,2020-04-27 02:36:34,2020-04-27 02:36:34,0.685s,PASSED
"verifyElementText(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Text A4""), id Terms and Conditions Text Data"").getValue(1, 4))",Firefox 75.0,,,2020-04-27 02:36:34,2020-04-27 02:36:35,0.313s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Terms and Conditions Page/Button Q5""), 60)",Firefox 75.0,,,2020-04-27 02:36:35,2020-04-27 02:36:35,0.372s,PASSED
