Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Sign Up,Chrome 81.0.4044.122,,,2020-04-27 12:32:45,2020-04-27 12:37:28,4m - 42.607s,PASSED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/1. Sign Up with Valid Data,Chrome 81.0.4044.122,,,2020-04-27 12:32:45,2020-04-27 12:33:10,24.356s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:32:46,2020-04-27 12:32:56,10.839s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:32:56,2020-04-27 12:32:58,1.885s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Header/Button Sign In""))",Chrome 81.0.4044.122,,,2020-04-27 12:32:58,2020-04-27 12:32:59,0.359s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign Up""), 0)",Chrome 81.0.4044.122,,,2020-04-27 12:32:59,2020-04-27 12:32:59,0.514s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign Up""))",Chrome 81.0.4044.122,,,2020-04-27 12:32:59,2020-04-27 12:33:00,0.354s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/2. Sign Up/Verify Sign Up Menu""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:33:00,2020-04-27 12:33:05,4.980s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Name Textfield""), 0)",Chrome 81.0.4044.122,,,2020-04-27 12:33:05,2020-04-27 12:33:05,0.381s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Name Textfield""), ""Faldi Test AT"")",Chrome 81.0.4044.122,,,2020-04-27 12:33:05,2020-04-27 12:33:06,0.645s,PASSED
"getAttribute(findTestObject(""Web RoomMe.id/Sign Up Menu/Name Textfield""), ""tag"")",Chrome 81.0.4044.122,,,2020-04-27 12:33:06,2020-04-27 12:33:06,0.001s,NOT_RUN
"namauser = concatenate(findTestObject(""Web RoomMe.id/Sign Up Menu/Name Textfield""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:06,2020-04-27 12:33:06,0.001s,NOT_RUN
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Email""), ""faldiat"" + RandomStringUtils.randomNumeric(5))",Chrome 81.0.4044.122,,,2020-04-27 12:33:06,2020-04-27 12:33:06,0.629s,PASSED
"sendKeys(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Email""), ""@gmail.com"")",Chrome 81.0.4044.122,,,2020-04-27 12:33:06,2020-04-27 12:33:07,0.600s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), ""081234567890"")",Chrome 81.0.4044.122,,,2020-04-27 12:33:07,2020-04-27 12:33:08,0.818s,PASSED
"setEncryptedText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Password""), ""da8fEzhczGg="")",Chrome 81.0.4044.122,,,2020-04-27 12:33:08,2020-04-27 12:33:08,0.615s,PASSED
"setEncryptedText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Confirm Password""), ""da8fEzhczGg="")",Chrome 81.0.4044.122,,,2020-04-27 12:33:08,2020-04-27 12:33:09,0.685s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign Up Menu/Button Sign Up""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:09,2020-04-27 12:33:10,0.656s,PASSED
waitForPageLoad(0),Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:10,0.001s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Button Close""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:10,0.002s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Image Logo RoomMe""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:10,0.002s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text Welcome to RoomMe""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:10,0.002s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text User Full Name""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:10,0.001s,NOT_RUN
"verifyElementText(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text User Full Name""), namauser)",Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:10,0.001s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text Thank you Youve successfully signed up""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:10,0.001s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text Please check your email for activation""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:10,0.000s,NOT_RUN
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/5. Customer Input Phone Number with Invalid Format,Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:34:19,1m - 9.099s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:33:10,2020-04-27 12:33:18,8.555s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:33:18,2020-04-27 12:33:20,1.702s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Header/Button Sign In""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:20,2020-04-27 12:33:20,0.321s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign Up""), 0)",Chrome 81.0.4044.122,,,2020-04-27 12:33:20,2020-04-27 12:33:21,0.538s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign Up""))",Chrome 81.0.4044.122,,,2020-04-27 12:33:21,2020-04-27 12:33:21,0.351s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/2. Sign Up/Verify Sign Up Menu""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:33:21,2020-04-27 12:33:26,4.258s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), 30, STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:33:26,2020-04-27 12:33:26,0.282s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), ""abcdefghij"")",Chrome 81.0.4044.122,,,2020-04-27 12:33:26,2020-04-27 12:33:26,0.412s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Error Message/Text Invalid phone number""), 30, STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:33:26,2020-04-27 12:33:27,0.460s,PASSED
"sendKeys(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 81.0.4044.122,,,2020-04-27 12:33:27,2020-04-27 12:33:27,0.399s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), ""12345abcde"")",Chrome 81.0.4044.122,,,2020-04-27 12:33:27,2020-04-27 12:33:28,0.687s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Error Message/Text Invalid phone number""), 30, STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:33:28,2020-04-27 12:33:28,0.439s,PASSED
