Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Login,Chrome 80.0.3987.100,,,2020-02-27 16:25:01,2020-02-27 16:25:27,25.897s,PASSED
,,,,,,,
Test Cases/Web RoomMe.id/Verify Homepage,Chrome 80.0.3987.100,Verify all element on RoomMe.id Homepage,homepage,2020-02-27 16:25:01,2020-02-27 16:25:21,20.178s,PASSED
"openBrowser("""")",Chrome 80.0.3987.100,,,2020-02-27 16:25:01,2020-02-27 16:25:08,6.175s,PASSED
"navigateToUrl(""https://web.roomme.id/"")",Chrome 80.0.3987.100,,,2020-02-27 16:25:08,2020-02-27 16:25:13,5.204s,PASSED
maximizeWindow(),Chrome 80.0.3987.100,,,2020-02-27 16:25:13,2020-02-27 16:25:17,4.160s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Homepage/Image Logo Header""))",Chrome 80.0.3987.100,,,2020-02-27 16:25:17,2020-02-27 16:25:17,0.385s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Homepage/Button  Community""))",Chrome 80.0.3987.100,,,2020-02-27 16:25:17,2020-02-27 16:25:18,0.323s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Homepage/Button Promo""))",Chrome 80.0.3987.100,,,2020-02-27 16:25:18,2020-02-27 16:25:18,0.622s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Homepage/Button List Your Unit Here""))",Chrome 80.0.3987.100,,,2020-02-27 16:25:18,2020-02-27 16:25:19,0.318s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Homepage/Button Sign In""))",Chrome 80.0.3987.100,,,2020-02-27 16:25:19,2020-02-27 16:25:19,0.290s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Homepage/Button Sign Up""))",Chrome 80.0.3987.100,,,2020-02-27 16:25:19,2020-02-27 16:25:19,0.311s,PASSED
