Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Sign Up,Chrome 81.0.4044.122,,,2020-04-27 12:17:36,2020-04-27 12:22:38,5m - 1.555s,PASSED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/1. Sign Up with Valid Data,Chrome 81.0.4044.122,,,2020-04-27 12:17:37,2020-04-27 12:18:00,22.934s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:17:37,2020-04-27 12:17:47,9.974s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:17:47,2020-04-27 12:17:50,2.513s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Header/Button Sign In""))",Chrome 81.0.4044.122,,,2020-04-27 12:17:50,2020-04-27 12:17:50,0.365s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign Up""), 0)",Chrome 81.0.4044.122,,,2020-04-27 12:17:50,2020-04-27 12:17:51,0.611s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign Up""))",Chrome 81.0.4044.122,,,2020-04-27 12:17:51,2020-04-27 12:17:51,0.333s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/2. Sign Up/Verify Sign Up Menu""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:17:51,2020-04-27 12:17:55,4.152s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Name Textfield""), 0)",Chrome 81.0.4044.122,,,2020-04-27 12:17:55,2020-04-27 12:17:55,0.333s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Name Textfield""), ""Faldi Test AT"")",Chrome 81.0.4044.122,,,2020-04-27 12:17:55,2020-04-27 12:17:56,0.574s,PASSED
"getAttribute(findTestObject(""Web RoomMe.id/Sign Up Menu/Name Textfield""), ""tag"")",Chrome 81.0.4044.122,,,2020-04-27 12:17:56,2020-04-27 12:17:56,0.001s,NOT_RUN
"namauser = concatenate(findTestObject(""Web RoomMe.id/Sign Up Menu/Name Textfield""))",Chrome 81.0.4044.122,,,2020-04-27 12:17:56,2020-04-27 12:17:56,0.001s,NOT_RUN
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Email""), ""faldiat"" + RandomStringUtils.randomNumeric(5))",Chrome 81.0.4044.122,,,2020-04-27 12:17:56,2020-04-27 12:17:56,0.579s,PASSED
"sendKeys(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Email""), ""@gmail.com"")",Chrome 81.0.4044.122,,,2020-04-27 12:17:56,2020-04-27 12:17:57,0.539s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), ""081234567890"")",Chrome 81.0.4044.122,,,2020-04-27 12:17:57,2020-04-27 12:17:58,0.714s,PASSED
"setEncryptedText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Password""), ""da8fEzhczGg="")",Chrome 81.0.4044.122,,,2020-04-27 12:17:58,2020-04-27 12:17:58,0.617s,PASSED
"setEncryptedText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Confirm Password""), ""da8fEzhczGg="")",Chrome 81.0.4044.122,,,2020-04-27 12:17:58,2020-04-27 12:17:59,0.666s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign Up Menu/Button Sign Up""))",Chrome 81.0.4044.122,,,2020-04-27 12:17:59,2020-04-27 12:18:00,0.577s,PASSED
waitForPageLoad(0),Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:00,0.000s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Button Close""))",Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:00,0.000s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Image Logo RoomMe""))",Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:00,0.000s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text Welcome to RoomMe""))",Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:00,0.000s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text User Full Name""))",Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:00,0.001s,NOT_RUN
"verifyElementText(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text User Full Name""), namauser)",Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:00,0.000s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text Thank you Youve successfully signed up""))",Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:00,0.001s,NOT_RUN
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Success Sign Up/Text Please check your email for activation""))",Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:00,0.000s,NOT_RUN
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/5. Customer Input Phone Number with Invalid Format,Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:19:09,1m - 9.761s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:18:00,2020-04-27 12:18:09,8.924s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:18:09,2020-04-27 12:18:10,1.674s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Header/Button Sign In""))",Chrome 81.0.4044.122,,,2020-04-27 12:18:10,2020-04-27 12:18:11,0.372s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign Up""), 0)",Chrome 81.0.4044.122,,,2020-04-27 12:18:11,2020-04-27 12:18:11,0.556s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign Up""))",Chrome 81.0.4044.122,,,2020-04-27 12:18:11,2020-04-27 12:18:12,0.434s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/2. Sign Up/Verify Sign Up Menu""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:18:12,2020-04-27 12:18:16,4.184s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), 30, STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:18:16,2020-04-27 12:18:16,0.279s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), ""abcdefghij"")",Chrome 81.0.4044.122,,,2020-04-27 12:18:16,2020-04-27 12:18:17,0.408s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Error Message/Text Invalid phone number""), 30, STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:18:17,2020-04-27 12:18:17,0.464s,PASSED
"sendKeys(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 81.0.4044.122,,,2020-04-27 12:18:17,2020-04-27 12:18:17,0.391s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign Up Menu/Textfield Phone Number""), ""12345abcde"")",Chrome 81.0.4044.122,,,2020-04-27 12:18:17,2020-04-27 12:18:18,0.750s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign Up Menu/Error Message/Text Invalid phone number""), 30, STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-27 12:18:18,2020-04-27 12:18:19,0.457s,PASSED
