Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Access Our Terms Page,Firefox 74.0,,,2020-04-09 12:15:56,2020-04-09 12:19:46,3m - 49.730s,PASSED
,,,,,,,
Test Cases/Web RoomMe.id/4. Our Terms/Customer Access FAQ (Booking) Page,Firefox 74.0,,faq,2020-04-09 12:15:56,2020-04-09 12:16:35,38.585s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 74.0,,,2020-04-09 12:15:56,2020-04-09 12:16:11,14.209s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Footer/Button FAQ""))",Firefox 74.0,,,2020-04-09 12:16:11,2020-04-09 12:16:18,7.870s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 74.0,,,2020-04-09 12:16:18,2020-04-09 12:16:18,0.010s,NOT_RUN
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button FAQs""), 60)",Firefox 74.0,,,2020-04-09 12:16:18,2020-04-09 12:16:19,0.893s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Terms  Conditions""), 60)",Firefox 74.0,,,2020-04-09 12:16:19,2020-04-09 12:16:20,0.301s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Terms of Use""), 60)",Firefox 74.0,,,2020-04-09 12:16:20,2020-04-09 12:16:20,0.292s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Disclaimer""), 60)",Firefox 74.0,,,2020-04-09 12:16:20,2020-04-09 12:16:20,0.327s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Privacy Policy""), 60)",Firefox 74.0,,,2020-04-09 12:16:20,2020-04-09 12:16:21,0.438s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Booking""), 60)",Firefox 74.0,,,2020-04-09 12:16:21,2020-04-09 12:16:21,0.284s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Payment""), 60)",Firefox 74.0,,,2020-04-09 12:16:21,2020-04-09 12:16:22,0.546s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id FAQ Page/Button Q1""), 60)",Firefox 74.0,,,2020-04-09 12:16:22,2020-04-09 12:16:22,0.354s,PASSED
