Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Login with Google,Chrome 81.0.4044.122,,,2020-04-28 05:50:13,2020-04-28 05:51:28,1m - 14.740s,PASSED
,,,,,,,
Test Cases/Web RoomMe.id/19. Sign In with Google/1. Customer Login with Registered Gmail,Chrome 81.0.4044.122,,,2020-04-28 05:50:14,2020-04-28 05:50:46,31.788s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-28 05:50:14,2020-04-28 05:50:26,11.964s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Header/Button Sign In""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:50:26,2020-04-28 05:50:27,0.665s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Header/Button Sign In""))",Chrome 81.0.4044.122,,,2020-04-28 05:50:27,2020-04-28 05:50:28,1.120s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign In with Google""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:50:28,2020-04-28 05:50:29,0.689s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign In with Google""))",Chrome 81.0.4044.122,,,2020-04-28 05:50:29,2020-04-28 05:50:29,0.672s,PASSED
switchToWindowIndex(1),Chrome 81.0.4044.122,,,2020-04-28 05:50:29,2020-04-28 05:50:29,0.045s,PASSED
waitForPageLoad(0),Chrome 81.0.4044.122,,,2020-04-28 05:50:29,2020-04-28 05:50:32,2.070s,PASSED
"waitForElementVisible(findTestObject(""Google Sign In/Textfield Email Google""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:50:32,2020-04-28 05:50:32,0.548s,PASSED
"setText(findTestObject(""Google Sign In/Textfield Email Google""), ""faldi@roomme.space"")",Chrome 81.0.4044.122,,,2020-04-28 05:50:32,2020-04-28 05:50:33,0.855s,PASSED
"click(findTestObject(""Google Sign In/Button Berikutnya""))",Chrome 81.0.4044.122,,,2020-04-28 05:50:33,2020-04-28 05:50:34,0.881s,PASSED
"waitForElementVisible(findTestObject(""Google Sign In/Textfield Password""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:50:34,2020-04-28 05:50:36,2.092s,PASSED
"setEncryptedText(findTestObject(""Google Sign In/Textfield Password""), ""aWQtAdXqif4Z+35qHGW6CQ=="")",Chrome 81.0.4044.122,,,2020-04-28 05:50:36,2020-04-28 05:50:37,0.754s,PASSED
"click(findTestObject(""Google Sign In/Button Berikutnya (Password)""))",Chrome 81.0.4044.122,,,2020-04-28 05:50:37,2020-04-28 05:50:38,0.877s,PASSED
switchToWindowIndex(0),Chrome 81.0.4044.122,,,2020-04-28 05:50:38,2020-04-28 05:50:38,0.041s,PASSED
waitForPageLoad(0),Chrome 81.0.4044.122,,,2020-04-28 05:50:38,2020-04-28 05:50:38,0.024s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Header/User Menu/User Profile Image""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:50:38,2020-04-28 05:50:45,7.583s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Header/User Menu/User Menu""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:50:45,2020-04-28 05:50:46,0.418s,PASSED
,,,,,,,
Test Cases/Web RoomMe.id/19. Sign In with Google/2. Customer Login with Already Login Google Account,Chrome 81.0.4044.122,,,2020-04-28 05:50:46,2020-04-28 05:51:28,42.586s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/19. Sign In with Google/1. Customer Login with Registered Gmail""), [:], STOP_ON_FAILURE)",Chrome 81.0.4044.122,,,2020-04-28 05:50:46,2020-04-28 05:51:14,28.045s,PASSED
waitForPageLoad(0),Chrome 81.0.4044.122,,,2020-04-28 05:51:14,2020-04-28 05:51:14,0.019s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Header/User Menu/User Menu""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:51:14,2020-04-28 05:51:15,0.782s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Header/User Menu/User Menu""))",Chrome 81.0.4044.122,,,2020-04-28 05:51:15,2020-04-28 05:51:15,0.585s,PASSED
"click(findTestObject(""Web RoomMe.id/User Menu/Button Log out""))",Chrome 81.0.4044.122,,,2020-04-28 05:51:15,2020-04-28 05:51:16,0.887s,PASSED
waitForPageLoad(0),Chrome 81.0.4044.122,,,2020-04-28 05:51:16,2020-04-28 05:51:16,0.017s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Header/Button Sign In""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:51:16,2020-04-28 05:51:19,2.695s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Header/Button Sign In""))",Chrome 81.0.4044.122,,,2020-04-28 05:51:19,2020-04-28 05:51:20,1.195s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign In with Google""))",Chrome 81.0.4044.122,,,2020-04-28 05:51:20,2020-04-28 05:51:21,0.909s,PASSED
waitForPageLoad(0),Chrome 81.0.4044.122,,,2020-04-28 05:51:21,2020-04-28 05:51:21,0.020s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Header/User Menu/User Profile Image""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:51:21,2020-04-28 05:51:27,6.063s,PASSED
"waitForElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Header/User Menu/User Menu""), 0)",Chrome 81.0.4044.122,,,2020-04-28 05:51:27,2020-04-28 05:51:28,0.994s,PASSED
