Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Booking,Chrome 80.0.3987.132,,,2020-03-13 18:53:27,2020-03-13 18:59:32,6m - 4.884s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/Customer Login,Chrome 80.0.3987.132,Customer login to RoomMe.id,login,2020-03-13 18:53:27,2020-03-13 18:53:53,25.876s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Chrome 80.0.3987.132,,,2020-03-13 18:53:27,2020-03-13 18:53:43,15.845s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Homepage/Button Sign In""))",Chrome 80.0.3987.132,,,2020-03-13 18:53:43,2020-03-13 18:53:44,0.609s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Textfield Email""))",Chrome 80.0.3987.132,,,2020-03-13 18:53:44,2020-03-13 18:53:44,0.632s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Textfield Password""))",Chrome 80.0.3987.132,,,2020-03-13 18:53:44,2020-03-13 18:53:45,0.439s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Homepage/Button Sign In""))",Chrome 80.0.3987.132,,,2020-03-13 18:53:45,2020-03-13 18:53:45,0.417s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Button Forgot Password""))",Chrome 80.0.3987.132,,,2020-03-13 18:53:45,2020-03-13 18:53:46,0.393s,PASSED
"setText(findTestObject(""Web RoomMe.id/Sign In Menu/Textfield Email""), ""faldinv68@gmail.com"")",Chrome 80.0.3987.132,,,2020-03-13 18:53:46,2020-03-13 18:53:46,0.823s,PASSED
"setEncryptedText(findTestObject(""Web RoomMe.id/Sign In Menu/Textfield Password""), ""aeHFOx8jV/A="")",Chrome 80.0.3987.132,,,2020-03-13 18:53:46,2020-03-13 18:53:47,0.631s,PASSED
"click(findTestObject(""Web RoomMe.id/Sign In Menu/Button Sign In""))",Chrome 80.0.3987.132,,,2020-03-13 18:53:47,2020-03-13 18:53:48,0.652s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/Sign In Menu/Button User Menu""))",Chrome 80.0.3987.132,,,2020-03-13 18:53:48,2020-03-13 18:53:52,4.136s,PASSED
"takeScreenshot(""Evidence/Login.png"")",Chrome 80.0.3987.132,,,2020-03-13 18:53:52,2020-03-13 18:53:53,1.031s,PASSED
,,,,,,,
Test Cases/Web RoomMe.id/Customer Search For Kost,Chrome 80.0.3987.132,customer search for kost from homepage by filtering in search box,search,2020-03-13 18:53:53,2020-03-13 18:54:35,42.501s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/Customer Login""), [:], STOP_ON_FAILURE)",Chrome 80.0.3987.132,,,2020-03-13 18:53:53,2020-03-13 18:54:25,31.834s,PASSED
"setText(findTestObject(""Object Repository/Web RoomMe.id/Search Kost Menu/input""), ""tebet"")",Chrome 80.0.3987.132,,,2020-03-13 18:54:25,2020-03-13 18:54:26,0.605s,PASSED
